Orden,Linea Colectivo,Ramal,Nº Camara,Ciudad,Latitud,Longitud,Direccion
770,593,,227,Mar del Plata,-57.6204576,-38.00129,"Avenida Carlos Gardel & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
771,593,,321,Mar del Plata,-57.6123229,-37.99449,"Avenida Carlos Gardel & Magallanes, Mar del Plata, Provincia de Buenos Aires, Argentina"
772,593,,123,Mar del Plata,-57.6081559,-37.9910767,"Avenida Juan B. Justo & Avenida Doctor Arturo Alió, Mar del Plata, Provincia de Buenos Aires, Argentina"
773,593,,47,Mar del Plata,-57.6028352,-37.9950965,"Avenida Juan B. Justo & Fernández J. N. , Mar del Plata, Provincia de Buenos Aires, Argentina"
774,593,,210,Mar del Plata,-57.5849654,-38.0346991,"Avenida Fortunato de la Plaza & Bestoso, Mar del Plata, Provincia de Buenos Aires, Argentina"
775,593,,35,Mar del Plata,-57.5823727,-38.0366237,"Avenida Fortunato de la Plaza & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
776,593,,293,Mar del Plata,-57.5771098,-38.0405989,"Avenida Fortunato de la Plaza & Galicia, Mar del Plata, Provincia de Buenos Aires, Argentina"
777,593,,294,Mar del Plata,-57.5744242,-38.0427111,"Avenida Fortunato de la Plaza & Santa Cecilia, Mar del Plata, Provincia de Buenos Aires, Argentina"
778,593,,291,Mar del Plata,-57.5717256,-38.0446524,"Avenida Fortunato de la Plaza & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
779,593,,290,Mar del Plata,-57.5683127,-38.0472493,"Avenida Fortunato de la Plaza & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
780,593,,288,Mar del Plata,-57.5658079,-38.0491337,"Elisa Alvear de Bosch & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
781,593,,279,Mar del Plata,-57.5613839,-38.0524728,"Avenida Edison & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
782,593,,285,Mar del Plata,-57.558046,-38.0496882,"Avenida Edison & Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina"
783,593,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
784,593,,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
785,593,,354,Mar del Plata,-57.5634205,-38.0346112,"Cl 118  695, Mar del Plata, Provincia de Buenos Aires, Argentina"
786,593,,349,Mar del Plata,-57.5661656,-38.0338569,"Diagonal Elpidio González y Campaña Mar del Plata, Provincia de Buenos Aires, Argentina"
787,593,,351,Mar del Plata,-57.5718832,-38.0324853,"Diagonal Elpidio González & General Savio, Mar del Plata, Provincia de Buenos Aires, Argentina"
788,593,,353,Mar del Plata,-57.569149,-38.0302048,"General Savio & Diagonal José Garibaldi, Mar del Plata, Provincia de Buenos Aires, Argentina"
789,593,,388,Mar del Plata,-57.5639785,-38.0297133,"Galicia & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
790,593,,365,Mar del Plata,-57.562426,-38.0255469,"Avenida Juan B. Justo & Entre Ríos, Mar del Plata, Provincia de Buenos Aires, Argentina"
791,593,,147,Mar del Plata,-57.5658417,-38.0229299,"Avenida Juan B. Justo & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
792,593,,146,Mar del Plata,-57.5685457,-38.0210446,"Avenida Juan B. Justo & Bestoso, Mar del Plata, Provincia de Buenos Aires, Argentina"
793,593,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
794,593,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
795,593,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
796,593,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
797,593,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
798,593,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
799,593,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
800,593,,581,Mar del Plata,-57.5542638,-37.9979617,"Avenida Independencia & Belgrano, Mar del Plata, Provincia de Buenos Aires, Argentina"
801,593,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
802,593,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
803,593,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
804,593,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
805,593,,438,Mar del Plata,-57.5424627,-37.9991601,"Diagonal Alberdi Sur & Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina"
806,593,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
807,593,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
808,593,,103,Mar del Plata,-57.5441499,-38.0064477,"Avenida Colon y Tucuman, Mar del Plata, Provincia de Buenos Aires, Argentina"
809,593,,570,Mar del Plata,-57.5457799,-38.0102407,"Alberti & Arenales, Mar del Plata, Provincia de Buenos Aires, Argentina"
810,593,,456,Mar del Plata,-57.5427843,-38.0117488,"Alberti & Sarmiento, Mar del Plata, Provincia de Buenos Aires, Argentina"
811,593,,578,Mar del Plata,-57.5385752,-38.0082574,"Alsina 2100, Mar del Plata, Provincia de Buenos Aires, Argentina"
812,593,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
813,593,,33,Mar del Plata,-57.5482786,-38.0415439,"Avenida Edison & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
814,593,,382,Mar del Plata,-57.5464388,-38.0429034,"12 de Octubre & Bermejo, Mar del Plata, Provincia de Buenos Aires, Argentina"
815,593,,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
816,533,,310,Mar del Plata,-57.6073873,-37.9517839,"Beruti 9600, Mar del Plata, Provincia de Buenos Aires, Argentina"
817,533,,599,Mar del Plata,-57.6044113,-37.9532762,"Beruti & República Árabe Siria, Mar del Plata, Provincia de Buenos Aires, Argentina"
818,533,,14,Mar del Plata,-57.5853132,-37.9629357,"Avenida Doctor Arturo Alió & Beruti, Mar del Plata, Provincia de Buenos Aires, Argentina"
819,533,,139,Mar del Plata,-57.5774929,-37.9668045,"Beruti 6654, Mar del Plata, Provincia de Buenos Aires, Argentina"
820,533,,125,Mar del Plata,-57.5792254,-37.9748161,"Libertad y champagnat, Mar del Plata, Provincia de Buenos Aires, Argentina"
821,533,,484,Mar del Plata,-57.5751349,-37.9816377,"9 de Julio & Perú, Mar del Plata, Provincia de Buenos Aires, Argentina"
822,533,,509,Mar del Plata,-57.5650311,-37.9867903,"9 de Julio & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
823,533,,3,Mar del Plata,-57.5610421,-37.9887983,"San Juan & 9 de Julio,  Mar del Plata, Provincia de Buenos Aires, Argentina"
824,533,,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
825,533,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
826,533,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
827,533,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
828,533,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
829,533,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
830,533,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
831,533,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
832,533,,103,Mar del Plata,-57.5441499,-38.0064477,"Avenida Colon y Tucuman, Mar del Plata, Provincia de Buenos Aires, Argentina"
833,533,,457,Mar del Plata,-57.5450599,-38.0128302,"Garay & Las Heras, Mar del Plata, Provincia de Buenos Aires, Argentina"
834,533,,367,Mar del Plata,-57.5545189,-38.0314965,"Avenida Juan B. Justo & Martín Miguel de Güemes, Mar del Plata, Provincia de Buenos Aires, Argentina"
835,533,,357,Mar del Plata,-57.5534127,-38.0389714,"Magallanes 4000, Mar del Plata, Provincia de Buenos Aires, Argentina"
836,533,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
837,551,,568,Mar del Plata,-57.5866846,-37.9487895,"Avenida Constitución & Pedro Zanni, Mar del Plata, Provincia de Buenos Aires, Argentina"
838,551,,27,Mar del Plata,-57.5815224,-37.9512946,"Constitucion y Ruta 2, Mar del Plata, Provincia de Buenos Aires, Argentina"
839,551,,132,Mar del Plata,-57.5776386,-37.9534019,"Avenida Constitución & Avenida Della Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina"
840,551,,134,Mar del Plata,-57.5736162,-37.955461,"Avenida Constitución & Juan Bautista de la Salle, Mar del Plata, Provincia de Buenos Aires, Argentina"
841,551,,28,Mar del Plata,-57.5695867,-37.9574017,"Avenida Constitución & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
842,551,,254,Mar del Plata,-57.5646017,-37.959905,"Avenida Constitución & Ricardo Rojas, Mar del Plata, Provincia de Buenos Aires, Argentina"
843,551,,812,Mar del Plata,-57.5616779,-37.9614946,"Avenida Constitución & Ortega y Gasset, Mar del Plata, Provincia de Buenos Aires, Argentina"
844,551,,133,Mar del Plata,-57.5596159,-37.9624282,"Avenida Constitución & Ricardo Palma, Mar del Plata, Provincia de Buenos Aires, Argentina"
845,551,,449,Mar del Plata,-57.557689,-37.9635162,"Avenida Constitución & Marcos Sastre, Mar del Plata, Provincia de Buenos Aires, Argentina"
846,551,,30,Mar del Plata,-57.5534873,-37.965546,"Constitucion Y Tejedor, Mar del Plata, Provincia de Buenos Aires, Argentina"
847,551,,504,Mar del Plata,-57.5495718,-37.9676343,"Avenida Constitución & Pasteur, Mar del Plata, Provincia de Buenos Aires, Argentina"
848,551,,503,Mar del Plata,-57.5455234,-37.969583,"Avenida Constitución & Patagones, Mar del Plata, Provincia de Buenos Aires, Argentina"
849,551,,29,Mar del Plata,-57.543546,-37.9701501,"Constitucion y la Costa, Mar del Plata, Provincia de Buenos Aires, Argentina"
850,551,,445,Mar del Plata,-57.55569,-37.9926,"25 de Mayo 3600, Mar del Plata, Provincia de Buenos Aires, Argentina"
851,551,,437,Mar del Plata,-57.5475205,-37.9967517,"25 de Mayo 2800, Mar del Plata, Provincia de Buenos Aires, Argentina"
852,551,,438,Mar del Plata,-57.5424627,-37.9991601,"Diagonal Alberdi Sur & Corrientes, Mar del Plata, Provincia de Buenos Aires, Argentina"
853,551,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
854,551,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
855,551,,408,Mar del Plata,-57.5614269,-38.0156974,"San Luis & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
856,551,,459,Mar del Plata,-57.5799064,-38.0332209,"Tripulantes del Fournier & Dellepiane, Mar del Plata, Provincia de Buenos Aires, Argentina"
857,551,,298,Mar del Plata,-57.5849601,-38.0373887,"Puán & Dellepiane, Mar del Plata, Provincia de Buenos Aires, Argentina"
858,551,,292,Mar del Plata,-57.5766912,-38.048789,"Calabria & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
859,551,,291,Mar del Plata,-57.5717256,-38.0446524,"Avenida Fortunato de la Plaza & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
860,551,,290,Mar del Plata,-57.5683127,-38.0472493,"Avenida Fortunato de la Plaza & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
861,551,,360,Mar del Plata,-57.5641515,-38.0437991,"Juramento & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
862,551,,302,Mar del Plata,-57.561692,-38.0417766,"Avenida Vertiz & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
863,551,,361,Mar del Plata,-57.5582796,-38.044342,"Avenida Vertiz & Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina"
864,551,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
865,551,,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
866,551,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
867,552,,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
868,552,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
869,552,,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
870,552,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
871,552,,361,Mar del Plata,-57.5582796,-38.044342,"Avenida Vertiz & Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina"
872,552,,302,Mar del Plata,-57.561692,-38.0417766,"Avenida Vertiz & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
873,552,,360,Mar del Plata,-57.5641515,-38.0437991,"Juramento & Rosales, Mar del Plata, Provincia de Buenos Aires, Argentina"
874,552,,290,Mar del Plata,-57.5683127,-38.0472493,"Avenida Fortunato de la Plaza & Juramento, Mar del Plata, Provincia de Buenos Aires, Argentina"
875,552,,387,Mar del Plata,-57.5816754,-38.0502046,"García Lorca & Gianelli, Mar del Plata, Provincia de Buenos Aires, Argentina"
876,552,,299,Mar del Plata,-57.5873604,-38.0407373,"Calabria & Talcahuano, Mar del Plata, Provincia de Buenos Aires, Argentina"
877,552,,296,Mar del Plata,-57.5910995,-38.0354063,"Genova 6491, Mar del Plata, Provincia de Buenos Aires, Argentina"
878,552,,79,Mar del Plata,-57.5876566,-38.0325768,"Avenida Jacinto Peralta Ramos & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
879,552,,390,Mar del Plata,-57.5810893,-38.0271502,"Avenida Jacinto Peralta Ramos & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
880,552,,389,Mar del Plata,-57.5761876,-38.023073,"Avenida Jacinto Peralta Ramos & Ayolas, Mar del Plata, Provincia de Buenos Aires, Argentina"
881,552,,702,Mar del Plata,-57.5711611,-38.0188999,"Avenida Juan B. Justo & Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
882,552,,67,Mar del Plata,-57.5690794,-38.0163618,"Avenida Independencia & Avenida Juan José Paso, Mar del Plata, Provincia de Buenos Aires, Argentina"
883,552,,479,Mar del Plata,-57.5665124,-38.0131404,"Avenida Independencia & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
884,552,,476,Mar del Plata,-57.5639469,-38.0099586,"Avenida Independencia & Rodríguez Peña, Mar del Plata, Provincia de Buenos Aires, Argentina"
885,552,,477,Mar del Plata,-57.5613468,-38.0067858,"Avenida Independencia & Alvarado, Mar del Plata, Provincia de Buenos Aires, Argentina"
886,552,,478,Mar del Plata,-57.5588173,-38.0036344,"Avenida Independencia & Alberti, Mar del Plata, Provincia de Buenos Aires, Argentina"
887,552,,700,Mar del Plata,-57.5562156,-38.0003923,"Avenida Colon y Avenida Independencia, Mar del Plata, Provincia de Buenos Aires, Argentina"
888,552,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
889,552,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
890,552,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
891,552,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
892,552,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
893,552,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
894,552,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
895,552,,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
896,552,,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
897,552,,50,Mar del Plata,-57.5623817,-37.9904422,"Avenida Pedro Luro & San Juan, Mar del Plata, Provincia de Buenos Aires, Argentina"
898,552,,58,Mar del Plata,-57.5663445,-37.9884359,"Avenida Pedro Luro & Italia, Mar del Plata, Provincia de Buenos Aires, Argentina"
899,552,,707,Mar del Plata,-57.5705099,-37.9863535,"Avenida Pedro Luro & Avenida Juan Héctor Jara, Mar del Plata, Provincia de Buenos Aires, Argentina"
900,552,,537,Mar del Plata,-57.5715179,-37.9789566,"México & Avenida Libertad, Mar del Plata, Provincia de Buenos Aires, Argentina"
901,552,,138,Mar del Plata,-57.5693676,-37.9710265,"Berutti & Teodoro Bronzini, Mar del Plata, Provincia de Buenos Aires, Argentina"
902,552,,264,Mar del Plata,-57.5734833,-37.9622553,"Padre Cardiel & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
903,552,,261,Mar del Plata,-57.5742257,-37.959651,"Florisbelo Acosta & Martínez Zuviría, Mar del Plata, Provincia de Buenos Aires, Argentina"
904,552,,130,Mar del Plata,-57.5801545,-37.9568226,"Monseñor Zabala 53, Mar del Plata, Provincia de Buenos Aires, Argentina"
905,552,,132,Mar del Plata,-57.5776386,-37.9534019,"Avenida Constitución & Avenida Della Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina"
906,552,,345,Mar del Plata,-57.5749993,-37.9501768,"Avenida Della Paolera & Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina"
907,552,,812,Mar del Plata,-57.5616779,-37.9614946,"Avenida Constitución & Ortega y Gasset, Mar del Plata, Provincia de Buenos Aires, Argentina"
908,552,,254,Mar del Plata,-57.5646017,-37.959905,"Avenida Constitución & Ricardo Rojas, Mar del Plata, Provincia de Buenos Aires, Argentina"
909,552,,28,Mar del Plata,-57.5695867,-37.9574017,"Avenida Constitución & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
910,552,,134,Mar del Plata,-57.5736162,-37.955461,"Avenida Constitución & Juan Bautista de la Salle, Mar del Plata, Provincia de Buenos Aires, Argentina"
911,553,,61,Mar del Plata,-57.5440553,-38.044661,"Avenida de los Trabajadores & 12 de Octubre, Mar del Plata, Provincia de Buenos Aires, Argentina"
912,553,,211,Mar del Plata,-57.5464008,-38.0442365,"Magallanes & Figueroa Alcorta, Mar del Plata, Provincia de Buenos Aires, Argentina"
913,553,,286,Mar del Plata,-57.55148,-38.0443042,"Avenida Edison & Ortiz de Zárate, Mar del Plata, Provincia de Buenos Aires, Argentina"
914,553,,75,Mar del Plata,-57.554795,-38.0469699,"Avenida Edison & Avenida Vertiz, Mar del Plata, Provincia de Buenos Aires, Argentina"
915,553,,361,Mar del Plata,-57.5582796,-38.044342,"Avenida Vertiz & Triunvirato, Mar del Plata, Provincia de Buenos Aires, Argentina"
916,553,,285,Mar del Plata,-57.558046,-38.0496882,"Avenida Edison & Tripulantes del Fournier, Mar del Plata, Provincia de Buenos Aires, Argentina"
917,553,,279,Mar del Plata,-57.5613839,-38.0524728,"Avenida Edison & Avenida Fortunato de la Plaza, Mar del Plata, Provincia de Buenos Aires, Argentina"
918,553,,284,Mar del Plata,-57.5663443,-38.0565681,"Avenida Edison & Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina"
919,553,,289,Mar del Plata,-57.573951,-38.0508352,"Diagonal César Gascón & Calabria, Mar del Plata, Provincia de Buenos Aires, Argentina"
920,553,,292,Mar del Plata,-57.5766912,-38.048789,"Calabria & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
921,553,,291,Mar del Plata,-57.5717256,-38.0446524,"Avenida Fortunato de la Plaza & Cerrito, Mar del Plata, Provincia de Buenos Aires, Argentina"
922,553,,294,Mar del Plata,-57.5744242,-38.0427111,"Avenida Fortunato de la Plaza & Santa Cecilia, Mar del Plata, Provincia de Buenos Aires, Argentina"
923,553,,293,Mar del Plata,-57.5771098,-38.0405989,"Avenida Fortunato de la Plaza & Galicia, Mar del Plata, Provincia de Buenos Aires, Argentina"
924,553,,303,Mar del Plata,-57.5747932,-38.0357532,"Rosales 5499, Mar del Plata, Provincia de Buenos Aires, Argentina"
925,553,,408,Mar del Plata,-57.5614269,-38.0156974,"San Luis & Matheu, Mar del Plata, Provincia de Buenos Aires, Argentina"
926,553,,80,Mar del Plata,-57.5431804,-38.0035742,"Buenos Aires 1900, Mar del Plata, Provincia de Buenos Aires, Argentina"
927,553,,705,Mar del Plata,-57.5415961,-38.0009489,"Avenida Pedro Luro & Buenos Aires, Mar del Plata, Provincia de Buenos Aires, Argentina"
928,553,,436,Mar del Plata,-57.5462189,-37.9986082,"Avenida Pedro Luro & Córdoba, Mar del Plata, Provincia de Buenos Aires, Argentina"
929,553,,85,Mar del Plata,-57.5470348,-37.9978925,"Diagonal Alberdi Sur & San Luis, Mar del Plata, Provincia de Buenos Aires, Argentina"
930,553,,57,Mar del Plata,-57.5491867,-37.9970932,"Avenida Pedro Luro & Hipólito Yrigoyen, Mar del Plata, Provincia de Buenos Aires, Argentina"
931,553,,56,Mar del Plata,-57.5512087,-37.9960776,"Avenida Pedro Luro & Catamarca, Mar del Plata, Provincia de Buenos Aires, Argentina"
932,553,,596,Mar del Plata,-57.5522649,-37.9955452,"Avenida Independencia & Avenida Pedro Luro, Mar del Plata, Provincia de Buenos Aires, Argentina"
933,553,,59,Mar del Plata,-57.5533841,-37.9949944,"Avenida Pedro Luro & Salta, Mar del Plata, Provincia de Buenos Aires, Argentina"
934,553,,11,Mar del Plata,-57.5573939,-37.9929584,"Avenida Pedro Luro & 14 de Julio, Mar del Plata, Provincia de Buenos Aires, Argentina"
935,553,,587,Mar del Plata,-57.5432396,-37.975338,"Avenida Félix U. Camet & Florisbelo Acosta, Mar del Plata, Provincia de Buenos Aires, Argentina"
936,553,,29,Mar del Plata,-57.543546,-37.9701501,"Constitucion y la Costa, Mar del Plata, Provincia de Buenos Aires, Argentina"
937,553,,252,Mar del Plata,-57.5435512,-37.9637997,"Joaquina Acevedo y Libres del Sur, Mar del Plata, Provincia de Buenos Aires, Argentina"
938,553,,253,Mar del Plata,-57.5496819,-37.9607639,"Avenida Carlos Tejedor & Joaquina Acevedo, Mar del Plata, Provincia de Buenos Aires, Argentina"
939,553,,245,Mar del Plata,-57.5458781,-37.9560482,"Avenida Carlos Tejedor & Avenida José Manuel Estrada, Mar del Plata, Provincia de Buenos Aires, Argentina"
940,553,,238,Mar del Plata,-57.5519478,-37.9529566,"Avenida José Manuel Estrada & Ricardo Palma, Mar del Plata, Provincia de Buenos Aires, Argentina"
941,553,,452,Mar del Plata,-57.5579859,-37.9500198,"Avenida José Manuel Estrada y Joaquin V.Gonzalez, Mar del Plata, Provincia de Buenos Aires, Argentina"
942,553,,370,Mar del Plata,-57.5618965,-37.947907,"Montes Carballo y Estrada, Mar del Plata, Provincia de Buenos Aires, Argentina"
943,553,,255,Mar del Plata,-57.5699147,-37.9438511,"Estrada y De La Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina"
944,553,,345,Mar del Plata,-57.5749993,-37.9501768,"Avenida Della Paolera & Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina"
945,553,,701,Mar del Plata,-57.5811967,-37.9520342,"Florida Premium Outlet, Mar del Plata, Provincia de Buenos Aires, Argentina"
946,553,,27,Mar del Plata,-57.5815224,-37.9512946,"Constitucion y Ruta 2, Mar del Plata, Provincia de Buenos Aires, Argentina"
947,553,,568,Mar del Plata,-57.5866846,-37.9487895,"Avenida Constitución & Pedro Zanni, Mar del Plata, Provincia de Buenos Aires, Argentina"
948,552,,345,Mar del Plata,-57.5749993,-37.9501768,"Avenida Della Paolera & Mariani, Mar del Plata, Provincia de Buenos Aires, Argentina"
949,552,,132,Mar del Plata,-57.5776386,-37.9534019,"Avenida Constitución & Avenida Della Paolera, Mar del Plata, Provincia de Buenos Aires, Argentina"
950,552,,134,Mar del Plata,-57.5736162,-37.955461,"Avenida Constitución & Juan Bautista de la Salle, Mar del Plata, Provincia de Buenos Aires, Argentina"
951,552,,28,Mar del Plata,-57.5695867,-37.9574017,"Avenida Constitución & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
952,552,,254,Mar del Plata,-57.5646017,-37.959905,"Avenida Constitución & Ricardo Rojas, Mar del Plata, Provincia de Buenos Aires, Argentina"
953,552,,812,Mar del Plata,-57.5616779,-37.9614946,"Avenida Constitución & Ortega y Gasset, Mar del Plata, Provincia de Buenos Aires, Argentina"
954,552,,264,Mar del Plata,-57.5734833,-37.9622553,"Padre Cardiel & Montes Carballo, Mar del Plata, Provincia de Buenos Aires, Argentina"
955,552,,261,Mar del Plata,-57.5742257,-37.959651,"Florisbelo Acosta & Martínez Zuviría, Mar del Plata, Provincia de Buenos Aires, Argentina"
956,552,,130,Mar del Plata,-57.5801545,-37.9568226,"Monseñor Zabala 53, Mar del Plata, Provincia de Buenos Aires, Argentina"
